sample_num,speciesS,initialAs,N_EMS_11,time_to_infectious,time_to_symptoms,time_to_hospitalization,time_to_critical,time_to_death,time_to_detection,time_to_detection_As,time_to_detection_Sym,time_to_detection_Sys,recovery_time_asymp,recovery_time_mild,recovery_time_hosp,recovery_time_crit,fraction_symptomatic,fraction_severe,fraction_critical,cfr,reduced_inf_of_det_cases,d_Sys,d_As,d_P,d_Sys_incr1,d_Sys_incr2,d_Sys_incr3,d_Sys_incr4,d_Sys_incr5,d_Sys_incr6,d_Sys_incr7,fraction_critical_incr1,fraction_critical_incr2,fraction_critical_incr3,ki_multiplier_3a_EMS_11,ki_multiplier_3b_EMS_11,ki_multiplier_3c_EMS_11,ki_multiplier_4_EMS_11,ki_multiplier_5_EMS_11,ki_multiplier_time_4_EMS_11,ki_multiplier_time_5_EMS_11,ki_multiplier_6_EMS_11,ki_multiplier_7_EMS_11,ki_multiplier_time_6_EMS_11,ki_multiplier_time_7_EMS_11,ki_multiplier_8_EMS_11,ki_multiplier_time_8_EMS_11,d_Sym_EMS_11,d_Sym_change1_EMS_11,d_Sym_change2_EMS_11,d_Sym_change3_EMS_11,d_Sym_change4_EMS_11,d_Sym_change5_EMS_11,reopening_multiplier_4_EMS_11,d_Sym_ct1_EMS_11,Ki_EMS_11,time_infection_import_EMS_11,trigger_EMS_11,d_Sym_ct1,change_testDelay_As_1,change_testDelay_Sym_1,reduced_inf_of_det_cases_ct1,trigger_delay_days,initialAs_EMS_11,speciesS_EMS_11,Ki,startdate,ki_multiplier_time_3a,ki_multiplier_time_3b,ki_multiplier_time_3c,socialDistance_rollback_time,gradual_reopening_time1,gradual_reopening_time2,gradual_reopening_time3,gradual_reopening_time4,today,detection_time_1,detection_time_2,detection_time_3,detection_time_4,detection_time_5,detection_time_6,detection_time_7,crit_time_1,crit_time_2,crit_time_3,d_Sym_change_time_1,d_Sym_change_time_2,d_Sym_change_time_3,d_Sym_change_time_4,d_Sym_change_time_5,contact_tracing_start_1,contact_tracing_stop1,change_testDelay_time1,cfr_time_1,cfr_time_2,fraction_dead,fraction_hospitalized,scen_num,capacity_multiplier
325,12830632,10,2716921,3.562379499,3.24246548,4.109507636,5.686886573,4.154845771,2,1.363289597,7,2,8.923633614,9,4.656820827,9.425363496,0.558710691,0.073720127,0.225150921,0.014341384,0.031648085,0.009105771,0,0,0.051120139,0.139687376,0.282138299,0.347061321,0.470543033,0.732215698,0.99847478,0.138669412,0.10350313,0.088611028,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005481788,0.019256936,0.073211104,0.113712652,0.143514946,0.369748531,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.19453824,0.580310839,326,0
326,12830632,10,2716921,4.056020379,2.986831439,3.979582718,4.632537877,4.683487321,2,2.01716439,7,2,9.283133358,9,4.907686389,9.438149332,0.516145445,0.082271788,0.291375401,0.019538127,0.149471353,0.002753072,0,0,0.057511699,0.189616922,0.29332424,0.429683723,0.538562633,0.752631232,0.990256773,0.145998767,0.093157495,0.073107213,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003131815,0.016784931,0.086675609,0.148423981,0.197965293,0.303356219,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.237482712,0.471141887,327,0
327,12830632,10,2716921,4.43259871,2.71522479,4.765101517,5.308918914,4.81187471,2,4.688914743,7,2,7.678061937,9,4.197271513,8.937821522,0.583499096,0.08303762,0.278275115,0.019186614,0.207561392,0.008135156,0,0,0.076703064,0.18112972,0.198798368,0.449800752,0.556760947,0.61697835,0.931901002,0.191188805,0.103353311,0.072690599,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001261839,0.025665139,0.079300156,0.108562394,0.243709641,0.314878685,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.231059297,0.490665588,328,0
328,12830632,10,2716921,3.759780195,3.089031219,4.397073502,4.398218025,5.187772796,2,1.800996319,7,2,7.914075343,9,4.528603747,9.640853671,0.645978749,0.098561088,0.348138136,0.021832963,0.068372712,0.010225152,0,0,0.04941583,0.17398489,0.245774561,0.441109085,0.512042268,0.785982609,0.943925962,0.200286866,0.104317161,0.052766409,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003169361,0.035161179,0.070064931,0.140475258,0.185860364,0.234652653,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.221517063,0.430344802,329,0
329,12830632,10,2716921,4.446160674,3.274016045,4.68312788,4.504872761,5.206731029,2,3.832650517,7,2,9.817078835,9,4.610087586,9.504891103,0.545431375,0.090568473,0.343366982,0.018460214,0.26923183,0.008623984,0,0,0.083520666,0.130827981,0.283213547,0.398229572,0.501277206,0.664568096,0.811657888,0.173593639,0.080940456,0.072700916,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006111994,0.054200204,0.072425735,0.133172488,0.234232636,0.37065662,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.203826045,0.452806973,330,0
330,12830632,10,2716921,3.65962692,3.312267049,5.346207016,5.034041766,5.557864826,2,5.178252902,7,2,7.939885962,9,4.858420298,9.072676813,0.616183064,0.098802324,0.255378592,0.018510655,0.286221615,0.011607863,0,0,0.086835436,0.177734505,0.287903194,0.370409315,0.537069378,0.680045642,0.936846374,0.143217392,0.104894451,0.082512834,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005899903,0.028130302,0.087519813,0.163246492,0.252696867,0.196258586,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.1873504,0.557271009,331,0
331,12830632,10,2716921,4.011330943,3.415792741,5.475596037,4.654193971,4.201042948,2,5.022790102,7,2,7.660313715,9,5.125237796,9.190977632,0.510461752,0.093124145,0.290654877,0.026481822,0.231658705,0.016135215,0,0,0.083566451,0.150296825,0.274385967,0.424868335,0.471384089,0.751056021,0.91363212,0.220019474,0.102386956,0.050232871,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001694687,0.052487738,0.05271328,0.10816151,0.272499367,0.249732308,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.284371168,0.424973955,332,0
332,12830632,10,2716921,4.015708807,2.997485599,3.383974382,5.576255808,5.210902592,2,2.08894651,7,2,9.574466075,9,5.051623987,9.274385749,0.631963071,0.076028798,0.340843386,0.028404639,0.077202089,0.009365699,0,0,0.083106146,0.120805166,0.21031162,0.39979995,0.503697314,0.769949383,0.893681149,0.212936484,0.070365956,0.072921261,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006875447,0.064357282,0.072849696,0.102503693,0.225336177,0.189314351,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.373603685,0.285552929,333,0
333,12830632,10,2716921,4.0773467,3.445654247,4.756624955,5.142991196,4.138567922,2,4.98650161,7,2,7.354681639,9,5.799823653,9.631193174,0.592836017,0.065466881,0.235637737,0.029452438,0.167493571,0.008702229,0,0,0.082122898,0.124374488,0.255307209,0.403708485,0.592856092,0.662781135,0.838508772,0.208456832,0.072555687,0.056149699,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005600302,0.017258177,0.088511273,0.192806397,0.278693426,0.168972821,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.449883019,0.314479244,334,0
334,12830632,10,2716921,4.195505653,2.764572573,4.099598582,5.209343367,5.832914189,2,4.260671659,7,2,9.513669819,9,5.042431726,9.673036045,0.689376401,0.06436615,0.307339209,0.011284939,0.19860417,0.010826355,0,0,0.082224306,0.097773682,0.214060923,0.361159429,0.558535149,0.612061588,0.843603594,0.221655568,0.07278723,0.063801486,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00755702,0.021231955,0.067947826,0.179172867,0.183163892,0.152850732,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.17532412,0.517336671,335,0
335,12830632,10,2716921,4.394071304,2.470183123,4.897342726,4.887260407,5.309244151,2,5.369367011,7,2,8.433517517,9,4.160992847,9.755535989,0.55803851,0.064219028,0.281730127,0.024587785,0.137071899,0.014814182,0,0,0.052227436,0.190532068,0.311445842,0.429517903,0.533488296,0.763788346,0.923686264,0.183644077,0.10500625,0.074947318,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003867047,0.017081579,0.058521375,0.132910106,0.140299814,0.363537122,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.382873828,0.335396044,336,0
336,12830632,10,2716921,4.041845664,2.460580907,5.20212678,5.787939406,5.059754046,2,5.12139514,7,2,7.074995499,9,5.287475315,9.747868884,0.500367427,0.099714245,0.206231983,0.018271398,0.14008783,0.004914336,0,0,0.073551417,0.113688733,0.281480535,0.401494763,0.551823653,0.643659874,0.848695754,0.138789235,0.106022474,0.051951675,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004533519,0.046020631,0.088440558,0.156053594,0.102085282,0.243640986,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.183237587,0.610530431,337,0
337,12830632,10,2716921,4.015181503,3.393829411,5.934643016,5.598596399,4.540012851,2,2.91939981,7,2,7.442350768,9,5.260691152,9.984758103,0.591755501,0.096231601,0.298511677,0.02865008,0.004064616,0.011859213,0,0,0.048909962,0.185738691,0.300414876,0.382482988,0.451765021,0.731474235,0.961849231,0.209123067,0.104660167,0.06402268,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004313731,0.013190596,0.095347491,0.164833725,0.243583506,0.346386521,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.297720081,0.403768242,338,0
338,12830632,10,2716921,3.542405863,3.481958689,5.453940136,4.037025463,5.237171932,2,5.969058122,7,2,9.757299502,9,4.795776276,9.002837257,0.589385185,0.065101239,0.25937344,0.022176234,0.020585601,0.009772113,0,0,0.087609665,0.162568269,0.308928074,0.407371766,0.471453817,0.762006885,0.932324844,0.194867518,0.108842501,0.05663661,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00362136,0.042250457,0.053881047,0.121085441,0.227926666,0.16506397,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.340642275,0.399984285,339,0
339,12830632,10,2716921,3.817195737,3.285921149,5.373505509,5.269743721,4.642195658,2,1.310093742,7,2,9.55470934,9,5.951947282,9.781504191,0.631592485,0.081552572,0.282861143,0.016530345,0.218597406,0.008763785,0,0,0.071317948,0.100918339,0.254396353,0.41556656,0.495566991,0.775767865,0.820260218,0.150945343,0.082262262,0.076559919,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006149613,0.026764733,0.055615475,0.140000028,0.131708234,0.28423633,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.20269557,0.514443288,340,0
340,12830632,10,2716921,4.230234015,3.144972334,4.228264365,4.078165207,5.808475808,2,5.932450085,7,2,8.884300249,9,4.869816597,8.051617216,0.571178018,0.064934265,0.222546873,0.029233804,0.170131248,0.007481182,0,0,0.049533753,0.160337796,0.192134449,0.447640478,0.595810807,0.708112132,0.828861851,0.158951559,0.096272235,0.050002049,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007574727,0.017151689,0.069705411,0.115907881,0.152873804,0.137881001,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.450206124,0.327247004,341,0
341,12830632,10,2716921,4.344691436,2.846551105,5.103370365,4.171662687,5.122477882,2,2.368360403,7,2,8.406579955,9,4.35036776,9.930189618,0.591293267,0.074364599,0.335891215,0.010435352,0.090890806,0.006059782,0,0,0.031713207,0.150314336,0.267381868,0.392800304,0.485114441,0.713506699,0.910895073,0.194859968,0.117728886,0.083091175,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006535172,0.047328602,0.050737433,0.102239701,0.166251349,0.27045737,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.140326878,0.523781907,342,0
342,12830632,10,2716921,4.002814446,3.006507726,4.992177216,4.47364086,5.593429417,2,4.93383871,7,2,8.737081258,9,5.320506687,9.703619713,0.60650006,0.094044089,0.267791824,0.021768077,0.244546641,0.013092411,0,0,0.04401028,0.11720207,0.261254457,0.43206259,0.575328912,0.671220063,0.995635953,0.182642809,0.082263582,0.073616829,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009551424,0.014804232,0.061811623,0.147935452,0.124746999,0.233207624,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.231466724,0.500741452,343,0
343,12830632,10,2716921,3.911068945,2.61085288,4.214071048,4.033361071,4.035452765,2,2.77434024,7,2,8.554424715,9,4.568884419,8.9514862,0.556917246,0.070672192,0.330201175,0.020163775,0.036589712,0.003033871,0,0,0.080942807,0.155131948,0.225488865,0.417710284,0.547988514,0.716280582,0.993909048,0.138483812,0.108465851,0.068101823,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003924256,0.048305355,0.055467782,0.12946228,0.222920783,0.365767278,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.285314132,0.384484693,344,0
344,12830632,10,2716921,4.103230701,2.836415321,3.834013777,4.240648062,5.891447464,2,5.307099903,7,2,7.786017176,9,4.022335568,8.380220602,0.61096537,0.075715061,0.336431539,0.022159275,0.198484918,0.010297307,0,0,0.054805973,0.131348267,0.298974304,0.400095485,0.463164239,0.628798253,0.914561548,0.158023501,0.087696297,0.078667875,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006136541,0.03259909,0.077287328,0.184071199,0.291345855,0.118672644,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.292666671,0.37090179,345,0
345,12830632,10,2716921,4.458322488,3.160404151,3.972168484,5.396402355,5.419817119,2,4.733498334,7,2,7.880058892,9,5.036029206,9.842982622,0.625219053,0.091718441,0.229738996,0.02121182,0.143151607,0.001801468,0,0,0.083154472,0.113872656,0.316035929,0.378519363,0.486548976,0.76017862,0.955386433,0.221797839,0.113088558,0.075969427,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009612478,0.051757605,0.08384883,0.13392211,0.228879559,0.380854908,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.231271052,0.538989952,346,0
346,12830632,10,2716921,3.949957108,3.183767446,4.026204909,4.422142251,5.0000628,2,1.178605305,7,2,7.51544908,9,5.4343795,9.560795509,0.583577758,0.090904489,0.302536446,0.014088033,0.016950413,0.017425059,0,0,0.072373885,0.168788997,0.278819869,0.446841058,0.525265938,0.729765332,0.870510908,0.175565488,0.108458913,0.069032359,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008877804,0.073241226,0.059018779,0.100973167,0.281158213,0.238301634,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.15497621,0.542487345,347,0
347,12830632,10,2716921,4.384264721,3.254258656,5.147131091,4.365779377,4.971173679,2,1.436741238,7,2,8.297209172,9,4.993765638,9.09743256,0.549672794,0.084673126,0.267023013,0.027804966,0.136874635,0.012211375,0,0,0.059739165,0.169479171,0.292128463,0.335699573,0.509335218,0.655004636,0.889497854,0.170161594,0.073056654,0.057704264,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002483142,0.012136471,0.099097335,0.192046018,0.12974797,0.308228965,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.328380053,0.404596934,348,0
348,12830632,10,2716921,3.674698045,2.752666875,4.036344747,4.269172514,5.590287705,2,1.062624867,7,2,9.645834008,9,4.167931895,8.606282511,0.539353252,0.093727081,0.332318947,0.027439167,0.095840292,0.014092535,0,0,0.083662035,0.172400352,0.321383158,0.415524205,0.531412487,0.654434177,0.894803731,0.14868066,0.10478022,0.072910178,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007563458,0.047599354,0.07294604,0.121754095,0.13737368,0.349114259,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.292756018,0.374925034,349,0
349,12830632,10,2716921,3.573233648,2.845491944,3.260479082,5.274073147,4.730678659,2,3.401539077,7,2,8.783996367,9,5.23715021,8.515795651,0.559509617,0.072591865,0.247726208,0.024618769,0.078352092,0.002658305,0,0,0.043378848,0.156864659,0.197437633,0.393937486,0.583070043,0.764594197,0.94205662,0.222281952,0.095867087,0.056384725,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001784553,0.016930748,0.093910373,0.152704606,0.248911178,0.205779797,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.339139503,0.413134289,350,0
350,12830632,10,2716921,3.591848276,3.123308314,5.63490135,5.893500197,5.082255471,2,2.917561097,7,2,8.259936854,9,4.605690429,8.281972689,0.686948057,0.065664355,0.271379347,0.018929508,0.233958093,0.01272454,0,0,0.061394698,0.150024133,0.291390026,0.340296771,0.527971381,0.732755599,0.929706669,0.198081621,0.104916779,0.059579954,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000971833,0.038994507,0.07808106,0.187593437,0.118070439,0.183678482,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.288276764,0.440343889,351,0
351,12830632,10,2716921,3.86923018,2.648653076,4.754549691,4.177223653,4.961263641,2,4.408147161,7,2,8.251241539,9,5.848126374,8.336763859,0.515412341,0.094251501,0.327404703,0.01022616,0.269524206,0.016661515,0,0,0.033689417,0.180837627,0.230680664,0.345190392,0.508606282,0.621538103,0.979761199,0.143358867,0.108743446,0.082364854,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001255834,0.068519991,0.05707965,0.183556853,0.252757519,0.318058102,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.108498645,0.564096651,352,0
352,12830632,10,2716921,3.544195047,2.845662539,4.26413435,4.072861539,4.707190266,2,3.255326403,7,2,9.585038026,9,4.329600067,8.904440862,0.51202518,0.068157094,0.344922635,0.024826938,0.045288913,0.004486946,0,0,0.069707231,0.132167998,0.271965562,0.366669503,0.493938935,0.70162159,0.893375928,0.203767047,0.103799412,0.077932945,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006825452,0.047059687,0.059616197,0.179091208,0.185755754,0.331763269,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.364260515,0.29081685,353,0
353,12830632,10,2716921,3.57482012,3.35803083,5.646236585,5.69161749,5.924273853,2,3.020791069,7,2,7.874031493,9,4.121834573,8.263805151,0.586117165,0.067095166,0.320921484,0.013476881,0.111843553,0.008741263,0,0,0.04049358,0.146386984,0.32281325,0.382600319,0.480345802,0.655538296,0.974429606,0.170456363,0.114848629,0.06793573,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00791039,0.012324857,0.052705427,0.183337168,0.2254797,0.240816603,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.200862184,0.478216332,354,0
354,12830632,10,2716921,4.352968479,3.150597807,5.245957754,4.695627577,5.017169183,2,2.65970443,7,2,7.610983595,9,4.430479019,9.301206546,0.502013036,0.09916344,0.346294979,0.014114243,0.142147868,0.014604308,0,0,0.068199223,0.177410917,0.314828903,0.449251134,0.528670454,0.705130598,0.965339296,0.149329573,0.119483122,0.082811951,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008980985,0.05842391,0.082861621,0.143423994,0.284135438,0.303944226,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.142333135,0.511371886,355,0
355,12830632,10,2716921,3.795761599,2.84660454,4.561103498,4.599789967,4.40302876,2,2.790044877,7,2,9.299421717,9,4.096669879,8.170733787,0.683844885,0.096778037,0.251801955,0.018229507,0.255496975,0.018214766,0,0,0.066604133,0.162762287,0.265203172,0.334198527,0.492659399,0.764500261,0.917553128,0.200076502,0.109463927,0.082069116,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006275379,0.038415786,0.088461202,0.170589634,0.108278731,0.360227425,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.188364086,0.559833959,356,0
356,12830632,10,2716921,4.054579128,2.624918237,3.771296659,5.073403776,4.900125747,2,2.4527659,7,2,7.828611849,9,4.404428705,9.674678901,0.690737143,0.084436242,0.308811173,0.023845444,0.072699753,0.007744314,0,0,0.080164117,0.15309334,0.301017762,0.419570611,0.599355802,0.697235211,0.884950289,0.207010022,0.102699838,0.077232607,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004259276,0.025093652,0.070212569,0.138668444,0.223464256,0.176175264,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.282407692,0.408781136,357,0
357,12830632,10,2716921,3.5187666,2.628655171,3.266865235,5.680678198,5.186664786,2,3.201521607,7,2,9.818027789,9,4.066817256,8.570242562,0.560839747,0.095822276,0.272344187,0.026813246,0.127391116,0.006654909,0,0,0.03359248,0.148502372,0.22581729,0.356386369,0.474647765,0.692108374,0.832861578,0.172751217,0.096707585,0.065916132,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001592417,0.063138816,0.096914584,0.143967877,0.25436581,0.300499932,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.279822683,0.44783313,358,0
358,12830632,10,2716921,3.690603484,3.440395048,3.034536011,4.40876819,4.482265265,2,3.423091398,7,2,7.20193293,9,5.985834407,8.200274155,0.568037913,0.082799911,0.266091536,0.028118794,0.089452446,0.003374525,0,0,0.064115952,0.142905482,0.232363453,0.354818533,0.535821959,0.794329325,0.983750472,0.199514905,0.091331115,0.062153894,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002369337,0.037856764,0.070577847,0.106305412,0.297595217,0.116714489,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.339599324,0.39430914,359,0
